NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
TANG_SENESCENCE_TP53_TARGETS_DN	TANG_SENESCENCE_TP53_TARGETS_DN	Details ...	47	-0.5651713	-2.0324497	0.0	0.038111556	0.35	2231	tags=47%, list=19%, signal=57%	
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	Details ...	18	-0.697392	-2.0147595	0.0	0.04589994	0.432	1574	tags=50%, list=13%, signal=58%	
REICHERT_MITOSIS_LIN9_TARGETS	REICHERT_MITOSIS_LIN9_TARGETS	Details ...	27	-0.6218696	-1.999883	0.0	0.05384172	0.523	2231	tags=52%, list=19%, signal=64%	
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	REACTOME_PHOSPHORYLATION_OF_THE_APC_C	Details ...	18	-0.6900914	-1.9955974	0.0	0.05421381	0.554	1574	tags=50%, list=13%, signal=58%	
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	Details ...	52	-0.5222927	-1.9744122	0.0	0.06853288	0.654	2350	tags=42%, list=20%, signal=52%	
PUJANA_XPRSS_INT_NETWORK	PUJANA_XPRSS_INT_NETWORK	Details ...	160	-0.43603086	-1.9662229	0.0	0.0725465	0.7	2395	tags=34%, list=20%, signal=42%	
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	Details ...	101	-0.46057835	-1.9549835	0.0	0.08001768	0.753	3352	tags=52%, list=28%, signal=72%	
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	Details ...	17	-0.67241263	-1.9543996	0.0	0.07605592	0.755	1574	tags=47%, list=13%, signal=54%	
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP	LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP	Details ...	131	-0.4424731	-1.9506401	0.0	0.07597473	0.769	2470	tags=40%, list=21%, signal=50%	
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	Details ...	59	-0.51385874	-1.942039	0.001980198	0.08146992	0.799	1950	tags=42%, list=16%, signal=50%	
KEGG_MEDICUS_REFERENCE_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	KEGG_MEDICUS_REFERENCE_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING		19	-0.65346396	-1.9395688	0.0	0.08017818	0.812	1715	tags=47%, list=14%, signal=55%	
LY_AGING_OLD_DN	LY_AGING_OLD_DN		52	-0.51786715	-1.9372888	0.0	0.07926237	0.82	2231	tags=40%, list=19%, signal=49%	
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN	FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN		18	-0.64844495	-1.930093	0.004166667	0.08411889	0.854	2538	tags=56%, list=21%, signal=70%	
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN		146	-0.43451184	-1.9277761	0.0	0.083275355	0.865	1935	tags=29%, list=16%, signal=35%	
NIKOLSKY_BREAST_CANCER_17P11_AMPLICON	NIKOLSKY_BREAST_CANCER_17P11_AMPLICON		7	-0.8644569	-1.9191316	0.0	0.08896577	0.896	1051	tags=57%, list=9%, signal=63%	
SU_TESTIS	SU_TESTIS		52	-0.5146777	-1.9191207	0.0	0.0855813	0.896	1852	tags=38%, list=16%, signal=45%	
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN	KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN		10	-0.75462085	-1.9135237	0.0043290043	0.08908763	0.914	1567	tags=50%, list=13%, signal=58%	
PUJANA_BRCA_CENTERED_NETWORK	PUJANA_BRCA_CENTERED_NETWORK		117	-0.43624085	-1.9074458	0.0	0.09326421	0.923	3352	tags=46%, list=28%, signal=64%	
KOBAYASHI_EGFR_SIGNALING_24HR_DN	KOBAYASHI_EGFR_SIGNALING_24HR_DN		232	-0.40373474	-1.9017686	0.0	0.09678897	0.938	2231	tags=33%, list=19%, signal=40%	
ODONNELL_TFRC_TARGETS_DN	ODONNELL_TFRC_TARGETS_DN		104	-0.45141307	-1.9009851	0.0	0.09427317	0.942	2169	tags=35%, list=18%, signal=42%	
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN		160	-0.41766807	-1.8956214	0.0	0.09818859	0.951	2245	tags=35%, list=19%, signal=43%	
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS		164	-0.40999857	-1.8865993	0.0	0.10688749	0.97	3359	tags=45%, list=28%, signal=62%	
KEGG_MEDICUS_REFERENCE_DISASSEMBLY_OF_MCC	KEGG_MEDICUS_REFERENCE_DISASSEMBLY_OF_MCC		16	-0.66980517	-1.8856883	0.0058365758	0.10502602	0.971	1574	tags=44%, list=13%, signal=50%	
BIOCARTA_PML_PATHWAY	BIOCARTA_PML_PATHWAY		13	-0.698226	-1.8827918	0.0037664783	0.10486783	0.973	164	tags=31%, list=1%, signal=31%	
CHICAS_RB1_TARGETS_GROWING	CHICAS_RB1_TARGETS_GROWING		186	-0.40314445	-1.8825098	0.0	0.10234223	0.973	2260	tags=35%, list=19%, signal=43%	
WHITEFORD_PEDIATRIC_CANCER_MARKERS	WHITEFORD_PEDIATRIC_CANCER_MARKERS		104	-0.44134423	-1.8773117	0.0	0.10675586	0.983	2260	tags=37%, list=19%, signal=45%	
NAKAMURA_CANCER_MICROENVIRONMENT_DN	NAKAMURA_CANCER_MICROENVIRONMENT_DN		44	-0.52560884	-1.8734645	0.001992032	0.108968854	0.984	1993	tags=36%, list=17%, signal=43%	
FARMER_BREAST_CANCER_CLUSTER_2	FARMER_BREAST_CANCER_CLUSTER_2		32	-0.5485478	-1.8711284	0.0019417476	0.10900609	0.986	1891	tags=47%, list=16%, signal=56%	
CROONQUIST_NRAS_SIGNALING_DN	CROONQUIST_NRAS_SIGNALING_DN		66	-0.47587654	-1.8696536	0.0	0.10816983	0.986	2409	tags=36%, list=20%, signal=45%	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP		29	-0.5712101	-1.8687842	0.0	0.1065109	0.986	1990	tags=45%, list=17%, signal=54%	
MARKEY_RB1_ACUTE_LOF_UP	MARKEY_RB1_ACUTE_LOF_UP		203	-0.3982729	-1.8679028	0.0	0.105259694	0.987	3181	tags=42%, list=27%, signal=56%	
LEE_EARLY_T_LYMPHOCYTE_UP	LEE_EARLY_T_LYMPHOCYTE_UP		92	-0.44994202	-1.8657097	0.0	0.10549978	0.987	1852	tags=30%, list=16%, signal=36%	
PUJANA_BRCA2_PCC_NETWORK	PUJANA_BRCA2_PCC_NETWORK		374	-0.3685119	-1.8624759	0.0	0.10761606	0.987	2412	tags=32%, list=20%, signal=39%	
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS		77	-0.4688976	-1.8619348	0.0	0.10569998	0.988	2893	tags=40%, list=24%, signal=53%	
ISHIDA_E2F_TARGETS	ISHIDA_E2F_TARGETS		50	-0.50080895	-1.8600849	0.0	0.10565225	0.99	1793	tags=30%, list=15%, signal=35%	
RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_DN	RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_DN		15	-0.6857548	-1.858881	0.0020120724	0.10518417	0.99	2662	tags=60%, list=22%, signal=77%	
WINNEPENNINCKX_MELANOMA_METASTASIS_UP	WINNEPENNINCKX_MELANOMA_METASTASIS_UP		151	-0.4169757	-1.8584304	0.0	0.103542954	0.991	2058	tags=30%, list=17%, signal=36%	
KAMMINGA_EZH2_TARGETS	KAMMINGA_EZH2_TARGETS		39	-0.5343429	-1.8557986	0.0	0.10443587	0.993	3183	tags=59%, list=27%, signal=80%	
KEGG_MEDICUS_REFERENCE_RECRUITMENT_AND_FORMATION_OF_THE_MCC	KEGG_MEDICUS_REFERENCE_RECRUITMENT_AND_FORMATION_OF_THE_MCC		10	-0.73658913	-1.8528538	0.006012024	0.10613839	0.993	1477	tags=50%, list=12%, signal=57%	
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES		11	-0.7103393	-1.8503481	0.0040983604	0.10717255	0.994	1793	tags=64%, list=15%, signal=75%	
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1		65	-0.46610978	-1.8502017	0.0019493178	0.10522302	0.994	2893	tags=37%, list=24%, signal=48%	
KAUFFMANN_MELANOMA_RELAPSE_UP	KAUFFMANN_MELANOMA_RELAPSE_UP		59	-0.48566636	-1.8443981	0.0	0.110063754	0.998	2042	tags=32%, list=17%, signal=39%	
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP		142	-0.41252798	-1.8429328	0.0	0.11003478	0.998	1852	tags=28%, list=16%, signal=33%	
RHODES_UNDIFFERENTIATED_CANCER	RHODES_UNDIFFERENTIATED_CANCER		64	-0.469552	-1.8410308	0.0	0.110411204	0.999	3352	tags=52%, list=28%, signal=71%	
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN	MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN		54	-0.4823075	-1.8389049	0.0	0.11102666	0.999	1950	tags=35%, list=16%, signal=42%	
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR		7	-0.8119586	-1.831425	0.007751938	0.119188756	1.0	2125	tags=71%, list=18%, signal=87%	
KONG_E2F3_TARGETS	KONG_E2F3_TARGETS		86	-0.45326093	-1.8265667	0.0	0.124453105	1.0	2609	tags=43%, list=22%, signal=55%	
HORIUCHI_WTAP_TARGETS_DN	HORIUCHI_WTAP_TARGETS_DN		287	-0.37033793	-1.8213776	0.0	0.12946863	1.0	2399	tags=31%, list=20%, signal=38%	
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	MISSIAGLIA_REGULATED_BY_METHYLATION_DN		109	-0.42112306	-1.8204268	0.0	0.12873174	1.0	2231	tags=32%, list=19%, signal=39%	
KEGG_MEDICUS_REFERENCE_DOUBLE_HOLLIDAY_JUNCTION_RESOLUTION	KEGG_MEDICUS_REFERENCE_DOUBLE_HOLLIDAY_JUNCTION_RESOLUTION		6	-0.8642931	-1.8197151	0.0	0.12752064	1.0	670	tags=67%, list=6%, signal=71%	
OHASHI_AURKB_TARGETS	OHASHI_AURKB_TARGETS		5	-0.9194173	-1.8177214	0.0	0.12785727	1.0	952	tags=80%, list=8%, signal=87%	
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS	CHIARETTI_T_ALL_RELAPSE_PROGNOSIS		15	-0.660618	-1.8127602	0.002004008	0.13222836	1.0	2225	tags=47%, list=19%, signal=57%	
PUJANA_CHEK2_PCC_NETWORK	PUJANA_CHEK2_PCC_NETWORK		686	-0.3433064	-1.8096961	0.0	0.13447854	1.0	3207	tags=36%, list=27%, signal=46%	
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS		8	-0.78013974	-1.8074307	0.0	0.13574974	1.0	1336	tags=75%, list=11%, signal=84%	
MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP	MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP		11	-0.7112491	-1.8056197	0.0040650405	0.13634458	1.0	1793	tags=45%, list=15%, signal=53%	
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_ACYLATION	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_ACYLATION		7	-0.8121082	-1.8011051	0.0	0.14081551	1.0	2125	tags=71%, list=18%, signal=87%	
PETROVA_PROX1_TARGETS_UP	PETROVA_PROX1_TARGETS_UP		19	-0.5972843	-1.7957064	0.0020242915	0.14714235	1.0	2721	tags=53%, list=23%, signal=68%	
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP		136	-0.40893027	-1.7950315	0.0	0.14604491	1.0	2319	tags=32%, list=19%, signal=39%	
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_UP	WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_UP		13	-0.6684074	-1.7833232	0.013972056	0.16330597	1.0	573	tags=38%, list=5%, signal=40%	
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE		32	-0.5277125	-1.78219	0.0	0.16285165	1.0	1675	tags=41%, list=14%, signal=47%	
NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON	NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON		202	-0.37876892	-1.7818975	0.0	0.16112815	1.0	2470	tags=33%, list=21%, signal=41%	
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS		14	-0.6516935	-1.778555	0.005988024	0.16504557	1.0	865	tags=36%, list=7%, signal=38%	
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN		9	-0.7221748	-1.772606	0.0058479533	0.17373112	1.0	1353	tags=44%, list=11%, signal=50%	
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	WU_APOPTOSIS_BY_CDKN1A_VIA_TP53		48	-0.48485658	-1.7725137	0.0	0.17154011	1.0	1766	tags=35%, list=15%, signal=41%	
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN	FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN		41	-0.49805474	-1.7715516	0.0020120724	0.17096828	1.0	2493	tags=44%, list=21%, signal=55%	
FARMER_BREAST_CANCER_CLUSTER_3	FARMER_BREAST_CANCER_CLUSTER_3		15	-0.62484384	-1.7657633	0.023255814	0.1798287	1.0	748	tags=27%, list=6%, signal=28%	
REACTOME_TRNA_PROCESSING	REACTOME_TRNA_PROCESSING		97	-0.4184824	-1.7616808	0.0	0.18450952	1.0	2067	tags=32%, list=17%, signal=38%	
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION		109	-0.41356033	-1.7616277	0.0	0.18228012	1.0	3352	tags=50%, list=28%, signal=68%	
SMID_BREAST_CANCER_LUMINAL_A_DN	SMID_BREAST_CANCER_LUMINAL_A_DN		16	-0.6113946	-1.760252	0.005964215	0.18253443	1.0	805	tags=38%, list=7%, signal=40%	
BIOCARTA_MYOSIN_PATHWAY	BIOCARTA_MYOSIN_PATHWAY		7	-0.77589303	-1.7594212	0.0020833334	0.18198323	1.0	2098	tags=86%, list=18%, signal=104%	
LY_AGING_MIDDLE_DN	LY_AGING_MIDDLE_DN		16	-0.6294814	-1.7591211	0.0019455253	0.18027623	1.0	2747	tags=63%, list=23%, signal=81%	
MORI_IMMATURE_B_LYMPHOCYTE_DN	MORI_IMMATURE_B_LYMPHOCYTE_DN		84	-0.4289946	-1.7586644	0.001980198	0.17879783	1.0	2538	tags=39%, list=21%, signal=50%	
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP		17	-0.6122589	-1.7573453	0.0038535646	0.17916128	1.0	1657	tags=41%, list=14%, signal=48%	
FOURNIER_ACINAR_DEVELOPMENT_LATE_UP	FOURNIER_ACINAR_DEVELOPMENT_LATE_UP		9	-0.7287685	-1.756117	0.0060362173	0.1794146	1.0	1285	tags=44%, list=11%, signal=50%	
WP_RETINOBLASTOMA_GENE_IN_CANCER	WP_RETINOBLASTOMA_GENE_IN_CANCER		81	-0.43140596	-1.7553452	0.0018656716	0.17884013	1.0	2409	tags=42%, list=20%, signal=52%	
KEGG_MEDICUS_REFERENCE_CDC25_CELL_CYCLE_G2_M	KEGG_MEDICUS_REFERENCE_CDC25_CELL_CYCLE_G2_M		9	-0.7272528	-1.7530538	0.004	0.18125409	1.0	1793	tags=56%, list=15%, signal=65%	
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING		14	-0.6512961	-1.7522461	0.008	0.18074091	1.0	1715	tags=43%, list=14%, signal=50%	
WP_WNT_SIGNALING_IN_KIDNEY_DISEASE	WP_WNT_SIGNALING_IN_KIDNEY_DISEASE		19	-0.59075826	-1.7505255	0.011494253	0.18190716	1.0	2125	tags=47%, list=18%, signal=58%	
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	MORI_LARGE_PRE_BII_LYMPHOCYTE_UP		78	-0.4264489	-1.7439343	0.0	0.19209124	1.0	3152	tags=47%, list=26%, signal=64%	
LY_AGING_PREMATURE_DN	LY_AGING_PREMATURE_DN		27	-0.5441284	-1.7410659	0.004166667	0.19547126	1.0	2230	tags=41%, list=19%, signal=50%	
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS	REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS		7	-0.7662478	-1.7395152	0.007920792	0.19642006	1.0	2640	tags=71%, list=22%, signal=92%	
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL		36	-0.49998903	-1.7390087	0.008	0.19541208	1.0	2018	tags=39%, list=17%, signal=47%	
INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP	INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP		13	-0.65898234	-1.737651	0.0041237115	0.19596379	1.0	1111	tags=38%, list=9%, signal=42%	
BURTON_ADIPOGENESIS_3	BURTON_ADIPOGENESIS_3		89	-0.4131256	-1.7370797	0.0	0.19494835	1.0	3099	tags=44%, list=26%, signal=59%	
PHESSE_TARGETS_OF_APC_AND_MBD2_UP	PHESSE_TARGETS_OF_APC_AND_MBD2_UP		8	-0.7615571	-1.7354047	0.01010101	0.19614646	1.0	729	tags=38%, list=6%, signal=40%	
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6		14	-0.6398495	-1.7283955	0.009823183	0.20786574	1.0	158	tags=21%, list=1%, signal=22%	
WHITFIELD_CELL_CYCLE_G2_M	WHITFIELD_CELL_CYCLE_G2_M		170	-0.37717548	-1.7269629	0.0	0.20881799	1.0	1907	tags=29%, list=16%, signal=34%	
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP		145	-0.38972983	-1.7260604	0.0	0.20846759	1.0	2480	tags=36%, list=21%, signal=45%	
CROSBY_E2F4_TARGETS	CROSBY_E2F4_TARGETS		6	-0.83391327	-1.7254932	0.003976143	0.20758417	1.0	1650	tags=67%, list=14%, signal=77%	
ZHENG_IL22_SIGNALING_DN	ZHENG_IL22_SIGNALING_DN		25	-0.53250843	-1.7227474	0.004158004	0.21115127	1.0	1713	tags=44%, list=14%, signal=51%	
KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_ANAPHASE	KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_ANAPHASE		15	-0.6255038	-1.7204258	0.007968128	0.21392815	1.0	1715	tags=40%, list=14%, signal=47%	
YU_MYC_TARGETS_UP	YU_MYC_TARGETS_UP		41	-0.48554265	-1.7195338	0.005859375	0.21372986	1.0	2747	tags=39%, list=23%, signal=51%	
ABRAMSON_INTERACT_WITH_AIRE	ABRAMSON_INTERACT_WITH_AIRE		42	-0.48144206	-1.7170058	0.0061099795	0.21736796	1.0	2662	tags=45%, list=22%, signal=58%	
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	REACTOME_RHO_GTPASES_ACTIVATE_FORMINS		117	-0.39260072	-1.7162232	0.0019230769	0.216813	1.0	3403	tags=49%, list=29%, signal=67%	
GREENBAUM_E2A_TARGETS_UP	GREENBAUM_E2A_TARGETS_UP		32	-0.51679873	-1.7082126	0.00998004	0.23191157	1.0	1793	tags=31%, list=15%, signal=37%	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN		45	-0.46989053	-1.7079839	0.0059405942	0.23017116	1.0	1862	tags=33%, list=16%, signal=39%	
WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN	WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN		23	-0.5439179	-1.7058492	0.011583012	0.23286302	1.0	1400	tags=30%, list=12%, signal=34%	
STEGMEIER_PREMITOTIC_CELL_CYCLE_REGULATORS	STEGMEIER_PREMITOTIC_CELL_CYCLE_REGULATORS		11	-0.6547908	-1.7058132	0.009784736	0.23082344	1.0	2169	tags=55%, list=18%, signal=67%	
WAESCH_ANAPHASE_PROMOTING_COMPLEX	WAESCH_ANAPHASE_PROMOTING_COMPLEX		12	-0.6568887	-1.7052687	0.02414487	0.22994809	1.0	1574	tags=42%, list=13%, signal=48%	
KEGG_MEDICUS_REFERENCE_INACTIVATION_OF_CONDENSIN_I	KEGG_MEDICUS_REFERENCE_INACTIVATION_OF_CONDENSIN_I		6	-0.77218926	-1.7042918	0.008510638	0.23005706	1.0	1277	tags=67%, list=11%, signal=75%	
EGUCHI_CELL_CYCLE_RB1_TARGETS	EGUCHI_CELL_CYCLE_RB1_TARGETS		22	-0.5640527	-1.7035053	0.010183299	0.2298338	1.0	2409	tags=50%, list=20%, signal=63%	
RIZ_ERYTHROID_DIFFERENTIATION	RIZ_ERYTHROID_DIFFERENTIATION		68	-0.43260568	-1.7017084	0.0	0.2316091	1.0	2409	tags=35%, list=20%, signal=44%	
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS		11	-0.6610466	-1.6991978	0.01178782	0.23507297	1.0	3916	tags=91%, list=33%, signal=135%	
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING		13	-0.614342	-1.6962262	0.010526316	0.23967612	1.0	639	tags=31%, list=5%, signal=32%	
FISCHER_DREAM_TARGETS	FISCHER_DREAM_TARGETS		881	-0.3169299	-1.6891406	0.0	0.25413004	1.0	2252	tags=27%, list=19%, signal=31%	
GALE_APL_WITH_FLT3_MUTATED_UP	GALE_APL_WITH_FLT3_MUTATED_UP		53	-0.45134142	-1.6880497	0.009541985	0.25437734	1.0	2949	tags=45%, list=25%, signal=60%	
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1		12	-0.6377607	-1.6875478	0.021321962	0.25344938	1.0	589	tags=25%, list=5%, signal=26%	
YIH_RESPONSE_TO_ARSENITE_C1	YIH_RESPONSE_TO_ARSENITE_C1		20	-0.5576277	-1.6830056	0.006048387	0.26197022	1.0	2292	tags=50%, list=19%, signal=62%	
